ID	LOCAL_ID	DOCULECT	VARIETY	CONCEPT	VALUE	FORM	TOKENS	PLURAL_TOKENS	NOTE	SWADESH	COGIDS	ALIGNMENT
7918	DonnoSo-3407_daytimenotnight-1	DonnoSo		daytime (not night)	nàndènú	n-à-n-dè-n-ú	n + à + n + d è + n + ú			1	3019 3018 3020 3016 3021 3022	n - + à + n + d è - - + n + ú
7919	Gourou-3407_daytimenotnight-1	Gourou		daytime (not night)	nìnúwⁿò	nìnú-w.nò	n ì n ú + w ∼ ò			1	3023 3024	n ì n ú + w ∼ ò
7920	JamsayDouentza-3407_daytimenotnight-1	JamsayDouentza		daytime (not night)	nìnúwⁿó~ nìnúwⁿɔ́ ~ nùnúwⁿó, ɲálɔ́:mɔ̀	ɲálɔ́.ɔ́-mɔ̀	ɲ á l ɔ́ ɔ́ + m ɔ̀			1	3025 3026	ɲ á l ɔ́ ɔ́ + m ɔ̀
7922	Mombo-3407_daytimenotnight-1	Mombo		daytime (not night)	gé:wⁿè	ɡé.éw.-nè	ɡ é é w + n è			1	3027 3019	ɡ é é w + n è
7923	Najamba-3407_daytimenotnight-1	Najamba		daytime (not night)	ùjú	ù-dʒ-ú	ù + d ʒ + ú			1	3022 3028 3029	ù + d ʒ + ú
7924	Nanga-3407_daytimenotnight-1	Nanga		daytime (not night)	ùsìdɛ́rⁿí	ùsìdɛ́-r.ní	ù s ì d ɛ́ + r ∼ í			1	3013 3015	ù s ì d ɛ́ + r ∼ í -
7925	Penange-3407_daytimenotnight-1	Penange		daytime (not night)	gɛ̀:ⁿ (in: gɛ̀:ⁿ nì 'in the daytime', lit. 'with sun'), gɛ̀:dɛ̀n	ɡɛ̀.ɛ̀dɛ̀-n	ɡ ɛ̀ ɛ̀ d ɛ̀ + n			1	3030 3019	ɡ ɛ̀ ɛ̀ d ɛ̀ + n -
7926	PergeTegu-3407_daytimenotnight-1	PergeTegu		daytime (not night)	dɛ́gú	dɛ́ɡú	d ɛ́ ɡ ú			1	3016	d ɛ́ ɡ ú
7927	TebulUre-3407_daytimenotnight-1	TebulUre		daytime (not night)	ùdú	ùdú	ù d ú			1	3031	ù d ú
7928	Tiranige-3407_daytimenotnight-1	Tiranige		daytime (not night)	dè:ŋgú (Boui), dɛ̀nìgí (Ningo)	dɛ̀nì-ɡí	d ɛ̀ n ì + ɡ í			1	3016 3032	d ɛ̀ n ì + ɡ í
7929	TogoKan-3407_daytimenotnight-1	TogoKan		daytime (not night)	ìsìgɛ́	ìsìɡɛ́	ì s ì ɡ ɛ́			1	3017	ì s ì ɡ ɛ́
7930	TommoSoTongoTongo-3407_daytimenotnight-1	TommoSoTongoTongo		daytime (not night)	àgá, nǎm	nǎ-m	n ǎ + m			1	3019 3026	n ǎ + m -
7931	TommoSoTongoTongo-3407_daytimenotnight-2	TommoSoTongoTongo		daytime (not night)	àgá, nǎm	nǎ-m	n ǎ + m			1	3019 3026	n ǎ + m -
7932	ToroTegu-3407_daytimenotnight-1	ToroTegu		daytime (not night)	nùŋùlɔ́	nùŋù-lɔ́	n ù ŋ ù + l ɔ́			1	3023 3033	n ù ŋ ù + l ɔ́
7933	YandaDom-3407_daytimenotnight-1	YandaDom		daytime (not night)	dèrⁿìŋ ~ dèrⁿŋ ~ dènùŋ	dènù-ŋ	d è n ù + ŋ			1	3016 3019	d è n ù + ŋ -
7934	YandaDom-3407_daytimenotnight-2	YandaDom		daytime (not night)	dèrⁿìŋ ~ dèrⁿŋ ~ dènùŋ	dènù-ŋ	d è n ù + ŋ			1	3016 3019	d è n ù + ŋ -
7935	YornoSo-3407_daytimenotnight-1	YornoSo		daytime (not night)	dɛ̌n	dɛ̌n	d ɛ̌ n			1	3016	d ɛ̌ n -
7398	BankanTey-3426_deepholewell-1	BankanTey		deep (hole, well)	nɔ᷈:wⁿ	nɔ̀.ɔ̀.w.n	n ɔ̀ ɔ̀ w ∼			0	3057	n ɔ̀ - - ɔ̀ w ∼
7399	BenTey-3426_deepholewell-1	BenTey		deep (hole, well)	wɔ́rⁿɔ̀wⁿ, wórⁿòwⁿ	wór.nòw.n	w ó r ∼ ò w ∼			0	3057	w ó r ∼ ò w ∼
7400	Bunoge-3426_deepholewell-1	Bunoge		deep (hole, well)	gìmbò	ɡìmb-ò	ɡ ì m b + ò			0	3058 3059	ɡ ì m b + ò
7401	DogulDomBendiely-3426_deepholewell-1	DogulDomBendiely		deep (hole, well)	mínù	mín-ù	m í n + ù			0	3060 3061	m í n - - + ù
7402	DogulDomKundialang-3426_deepholewell-1	DogulDomKundialang		deep (hole, well)	mìnùŋ́	mìnùŋ	m ì n ù ŋ			0	3060	m ì n ù ŋ
7403	DonnoSo-3426_deepholewell-1	DonnoSo		deep (hole, well)	tǒ:	tò-ó	t ò + ó			0	3062 3059	t ò + ó
7404	Gourou-3426_deepholewell-1	Gourou		deep (hole, well)	wóró	wór-ó	w ó r + ó			0	3063 3059	w ó r - + ó
7405	JamsayDouentza-3426_deepholewell-1	JamsayDouentza		deep (hole, well)	wóró	wór-ó	w ó r + ó			0	3063 3059	w ó r - + ó
7407	Mombo-3426_deepholewell-1	Mombo		deep (hole, well)	súmbù	súmb-ù	s ú m b + ù			0	3058 3061	s ú m b + ù
7408	Najamba-3426_deepholewell-1	Najamba		deep (hole, well)	mìníyè\\mǐngè	mìníy-è	m ì n í j + è	m ǐ n + ɡ è		0	3060 3064	m ì n í j + è
7409	Nanga-3426_deepholewell-1	Nanga		deep (hole, well)	sóŋî	sóŋ-î	s ó ŋ + î			0	3065 3066	s ó ŋ + î
7410	Penange-3426_deepholewell-1	Penange		deep (hole, well)	sùmbè	sùmb-è	s ù m b + è			0	3058 3064	s ù m b + è
7411	PergeTegu-3426_deepholewell-1	PergeTegu		deep (hole, well)	wórⁿó	wór.n-ó	w ó r ∼ + ó			0	3063 3059	w ó r ∼ + ó
7412	TebulUre-3426_deepholewell-1	TebulUre		deep (hole, well)	tó:ŋgó	tó.óŋɡ-ó	t ó ó ŋ ɡ + ó			0	3067 3059	t ó ó ŋ ɡ + ó
7413	Tiranige-3426_deepholewell-1	Tiranige		deep (hole, well)	nímí	ním-í	n í m + í			0	3068 3066	n í m + í
7414	TogoKan-3426_deepholewell-1	TogoKan		deep (hole, well)	wóró	wór-ó	w ó r + ó			0	3063 3059	w ó r - + ó
7415	TommoSoTongoTongo-3426_deepholewell-1	TommoSoTongoTongo		deep (hole, well)	tòógó	tòóɡ-ó	t ò ó ɡ + ó			0	3067 3059	t ò ó - ɡ + ó
7416	ToroTegu-3426_deepholewell-1	ToroTegu		deep (hole, well)	lókó	lók-ó	l ó k + ó			0	3069 3059	l ó k + ó
7417	YandaDom-3426_deepholewell-1	YandaDom		deep (hole, well)	tòyⁿ	tò	t ò			0	3062	t ò
7418	YornoSo-3426_deepholewell-1	YornoSo		deep (hole, well)	tǒ:	tò-ó	t ò + ó			0	3062 3059	t ò + ó
6590	BankanTey-3472_dew-1	BankanTey		dew	èrèrěy, sáwàndɛ́:rɛ̀	èrèrě-y	è r è r ě + j			0	3094 3095	è r è r ě + j
6591	BankanTey-3472_dew-2	BankanTey		dew	èrèrěy, sáwàndɛ́:rɛ̀	sáwà-ndɛ́.ɛ́-r-ɛ̀	s á w à + n d ɛ́ ɛ́ + r + ɛ̀			0	3098 3114 3107 3109	s á w à + n d ɛ́ ɛ́ + r - + ɛ̀
6592	BenTey-3472_dew-1	BenTey		dew	ìrènî:, èrènî:	èrèní-ì	è r è n í + ì			0	3096 3097	è r è n í + ì
6593	Bunoge-3472_dew-1	Bunoge		dew	ʔíwólgɔ̀	ʔíwó-lɡɔ̀	ʔ í w ó + l ɡ ɔ̀			0	3098 3099	ʔ í w ó + l ɡ ɔ̀
6594	DogulDomBendiely-3472_dew-1	DogulDomBendiely		dew	òlòólò	òlòólò	ò l ò ó l ò			0	3100	ò l ò ó l ò
6595	DogulDomKundialang-3472_dew-1	DogulDomKundialang		dew	òlòòló	òlòòló	ò l ò ò l ó			0	3100	ò l ò ò l ó
6596	DonnoSo-3472_dew-1	DonnoSo		dew	wò:bú	wò.òbú	w ò ò b ú			0	3101	w ò ò b ú
6597	Gourou-3472_dew-1	Gourou		dew	òmnò ní:	òmnò_ní.í	ò m n ò + n í í			0	3102 3103	ò m n ò + n í í
6598	JamsayDouentza-3472_dew-1	JamsayDouentza		dew	òmnòní:	òmnò-ní.í	ò m n ò + n í í			0	3102 3103	ò m n ò + n í í
6599	Mombo-3472_dew-1	Mombo		dew	élélè // èlèlè mí:	élélè	é l é l è	è l è l è + m í í		0	3094	é l é l è
6600	Mombo-3472_dew-2	Mombo		dew	élélè // èlèlè mí:	élélè	é l é l è	è l è l è + m í í		0	3094	é l é l è
6601	Najamba-3472_dew-1	Najamba		dew	èlǎ:\\ɛ̀lɛ̌:	èlà-á	è l à + á	ɛ̀ l ɛ̀ ɛ́		0	3104 3105	è l à + á
6602	Nanga-3472_dew-1	Nanga		dew	nì:sǒ:rô	nì.ìsò.ó-rô	n ì ì s ò ó + r ô			0	3106 3107	n ì ì s ò ó + r ô
6603	Penange-3472_dew-1	Penange		dew	èlèlèmî:	èlèlè-mí.ì	è l è l è + m í ì			0	3094 3108	è l è l è + m í ì
6604	PergeTegu-3472_dew-1	PergeTegu		dew	òmdòní:	òmdò-ní.í	ò m d ò + n í í			0	3102 3103	ò m d ò + n í í
6605	TebulUre-3472_dew-1	TebulUre		dew	è:lé:	è-èlé-é	è + è l é + é			0	3109 3104 3110	è + è l é + é
6606	Tiranige-3472_dew-1	Tiranige		dew	élélé	élélé	é l é l é			0	3094	é l é l é
6607	TogoKan-3472_dew-1	TogoKan		dew	òrùmòdí:	òrùmò-dí.í	ò r ù m ò + d í í			0	3111 3112	ò r ù m ò + d í í
6608	TommoSoTongoTongo-3472_dew-1	TommoSoTongoTongo		dew	wòòbú	wòòbú	w ò ò b ú			0	3101	w ò ò b ú
6609	ToroTegu-3472_dew-1	ToroTegu		dew	àrándáŋ	àrá-ndá-ŋ	à r á + n d á + ŋ			0	3113 3114 3103	à r á + n d á - + ŋ - -
6610	YandaDom-3472_dew-1	YandaDom		dew	èèl	èèl	è è l			0	3115	è è l
6611	YornoSo-3472_dew-1	YornoSo		dew	wòbú	wòbú	w ò b ú			0	3101	w ò - b ú
14756	BankanTey-3481_difficultwork-1	BankanTey		difficult (work)	nǔm̀	nǔm	n ǔ m			0	3134	n ǔ m
14757	BenTey-3481_difficultwork-1	BenTey		difficult (work)	nǔm	nǔm	n ǔ m			0	3134	n ǔ m
14758	Bunoge-3481_difficultwork-1	Bunoge		difficult (work)	kà:ndà	kà.ànd-à	k à à n d + à			0	3135 3136	k à à n d + à
14759	DogulDomBendiely-3481_difficultwork-1	DogulDomBendiely		difficult (work)	màyígù	màyíɡ-ù	m à j í ɡ + ù			0	3137 3138	m à j í - ɡ + ù
14760	DogulDomKundialang-3481_difficultwork-1	DogulDomKundialang		difficult (work)	màygú (mǎyg)	màyɡ-ú	m à j ɡ + ú	m ǎ j + ɡ		0	3137 3138	m à j - - ɡ + ú
14761	DonnoSo-3481_difficultwork-1	DonnoSo		difficult (work)	ɲâŋ	ɲâŋ	ɲ â ŋ			0	3134	ɲ â ŋ
14762	JamsayDouentza-3481_difficultwork-1	JamsayDouentza		difficult (work)	nǎm	nǎm	n ǎ m			0	3134	n ǎ m
14763	Mombo-3481_difficultwork-1	Mombo		difficult (work)	má:gá	má.áɡ-á	m á á ɡ + á			0	3137 3136	m á - á - ɡ + á
14764	Najamba-3481_difficultwork-1	Najamba		difficult (work)	nàmíyè\\nǎmgò, mǎyyè\\mǎyŋgò	mǎyŋɡ-ò	m ǎ j ŋ ɡ + ò	m ǎ j + ŋ ɡ ò		0	3137 3139	m ǎ j - ŋ ɡ + ò
14765	Nanga-3481_difficultwork-1	Nanga		difficult (work)	nɔ̀mî	nɔ̀m-î	n ɔ̀ m + î			0	3134 3140	n ɔ̀ m + î
14766	Penange-3481_difficultwork-1	Penange		difficult (work)	má:gá	má.áɡ-á	m á á ɡ + á			0	3137 3136	m á - á - ɡ + á
14767	PergeTegu-3481_difficultwork-1	PergeTegu		difficult (work)	nǎm	nǎm	n ǎ m			0	3134	n ǎ m
14768	TebulUre-3481_difficultwork-1	TebulUre		difficult (work)	nómè:\\nómgò\\nómbò	nómè.è	n ó m è è	n ó m + b ò		0	3141	n ó m è è
14769	Tiranige-3481_difficultwork-1	Tiranige		difficult (work)	má:gá	má.áɡ-á	m á á ɡ + á			0	3137 3136	m á - á - ɡ + á
14770	TogoKan-3481_difficultwork-1	TogoKan		difficult (work)	kìrɛ́	kìr-ɛ́	k ì r + ɛ́			0	3142 3143	k ì r + ɛ́
14771	TommoSoTongoTongo-3481_difficultwork-1	TommoSoTongoTongo		difficult (work)	ɲám, ɛ́ɛ́ⁿ, máyyám	ɲám	ɲ á m			0	3134	ɲ á m
14772	TommoSoTongoTongo-3481_difficultwork-2	TommoSoTongoTongo		difficult (work)	ɲám, ɛ́ɛ́ⁿ, máyyám	máyyám	m á j j á m			0	3144	m á j j á m
14773	TommoSoTongoTongo-3481_difficultwork-3	TommoSoTongoTongo		difficult (work)	ɲám, ɛ́ɛ́ⁿ, máyyám	máyyám	m á j j á m			0	3144	m á j j á m
14774	ToroTegu-3481_difficultwork-1	ToroTegu		difficult (work)	nâŋ	nâŋ	n â ŋ			0	3134	n â ŋ
14775	YandaDom-3481_difficultwork-1	YandaDom		difficult (work)	nǎm	nǎm	n ǎ m			0	3134	n ǎ m
14776	YornoSo-3481_difficultwork-1	YornoSo		difficult (work)	nám	nám	n á m			0	3134	n á m
13701	BankanTey-3485_digsth-1	BankanTey		dig (sth)	gàzí	ɡàz-í	ɡ à z + í			1	3165 3166	ɡ à z + í
13702	BenTey-3485_digsth-1	BenTey		dig (sth)	gànjí	ɡàn-jí	ɡ à n + d ʒ í			1	3167 3168	ɡ à n + - - d ʒ í
13703	Bunoge-3485_digsth-1	Bunoge		dig (sth)	gɔ́jɛ̀	ɡɔ́dʒ-ɛ̀	ɡ ɔ́ d ʒ + ɛ̀			1	3168 3169	ɡ ɔ́ d ʒ - + ɛ̀
13704	DogulDomKundialang-3485_digsth-1	DogulDomKundialang		dig (sth)	gànjé, gùlé	ɡàn-jé	ɡ à n + d ʒ é			1	3167 3168	ɡ à n + - - d ʒ é
13705	DogulDomKundialang-3485_digsth-2	DogulDomKundialang		dig (sth)	gànjé, gùlé	ɡùl-é	ɡ ù l + é			1	3172 3169	ɡ ù l + é
13706	DonnoSo-3485_digsth-1	DonnoSo		dig (sth)	wànjá\\wánjì	wàn-já	w à n + d ʒ á			1	3170 3168	w à n + - - d ʒ á
13707	Gourou-3485_digsth-1	Gourou		dig (sth)	zǎ:ⁿ	zà-áⁿ	z à + á ∼			1	3171 3167	z à + - á ∼
13708	JamsayDouentza-3485_digsth-1	JamsayDouentza		dig (sth)	jǎ:ⁿ	dʒ-à-áⁿ	d ʒ + à + á ∼			1	3168 3171 3167	- - d ʒ - + - à + - á ∼
13710	Mombo-3485_digsth-1	Mombo		dig (sth)	gánjé	ɡán-jé	ɡ á n + d ʒ é			1	3167 3168	ɡ á n + - - d ʒ é
13711	Najamba-3485_digsth-1	Najamba		dig (sth)	gǔl\\gùlè	ɡùl-è	ɡ ù l + è			1	3172 3169	ɡ ù l + è
13712	Nanga-3485_digsth-1	Nanga		dig (sth)	gànjí, gùnjó	ɡàn-jí	ɡ à n + d ʒ í			1	3167 3168	ɡ à n + - - d ʒ í
13713	Nanga-3485_digsth-2	Nanga		dig (sth)	gànjí, gùnjó	ɡùn-jó	ɡ ù n + d ʒ ó			1	3167 3168	ɡ ù n + - - d ʒ ó
13714	Penange-3485_digsth-1	Penange		dig (sth)	gájé	ɡádʒ-é	ɡ á d ʒ + é			1	3168 3169	ɡ á d ʒ - + é
13715	PergeTegu-3485_digsth-1	PergeTegu		dig (sth)	gànjá	ɡàn-já	ɡ à n + d ʒ á			1	3167 3168	ɡ à n + - - d ʒ á
13716	TebulUre-3485_digsth-1	TebulUre		dig (sth)	gùló (gùlótì)	ɡùl-ó	ɡ ù l + ó			1	3172 3173	ɡ ù l + ó
13717	Tiranige-3485_digsth-1	Tiranige		dig (sth)	kɔ́lɔ́	kɔ́l-ɔ́	k ɔ́ l + ɔ́			1	3172 3173	k ɔ́ l + ɔ́
13718	TogoKan-3485_digsth-1	TogoKan		dig (sth)	jǎ:	dʒ-à-á	d ʒ + à + á			1	3168 3171 3174	- - d ʒ - + - à + á
13719	TommoSoTongoTongo-3485_digsth-1	TommoSoTongoTongo		dig (sth)	gùló, wànjá	ɡùl-ó	ɡ ù l + ó			1	3172 3173	ɡ ù l + ó
13720	TommoSoTongoTongo-3485_digsth-2	TommoSoTongoTongo		dig (sth)	gùló, wànjá	wàn-já	w à n + d ʒ á			1	3170 3168	w à n + - - d ʒ á
13721	ToroTegu-3485_digsth-1	ToroTegu		dig (sth)	gàsú\\gàsá	ɡàs-á	ɡ à s + á			1	3165 3171	ɡ à s + - á
13722	YandaDom-3485_digsth-1	YandaDom		dig (sth)	gùló\\gùlòlí	ɡùl-ó	ɡ ù l + ó			1	3172 3173	ɡ ù l + ó
13723	YornoSo-3485_digsth-1	YornoSo		dig (sth)	gùló\\gǔl	ɡùl-ó	ɡ ù l + ó			1	3172 3173	ɡ ù l + ó
14880	BankanTey-3501_dirty-1	BankanTey		dirty	dɛ̀kùsú	dɛ̀kùs-ú	d ɛ̀ k ù s + ú			1	3212 3213	d ɛ̀ k ù s + ú
14881	BenTey-3501_dirty-1	BenTey		dirty	lɔ́ɣɔ̀	lɔ́ɣ-ɔ̀	l ɔ́ ɣ + ɔ̀			1	3214 3215	l ɔ́ ɣ + ɔ̀
14882	Bunoge-3501_dirty-1	Bunoge		dirty	dɛ̀mɛ̀	dɛ̀m-ɛ̀	d ɛ̀ m + ɛ̀			1	3216 3217	d ɛ̀ m + ɛ̀
14883	DogulDomBendiely-3501_dirty-1	DogulDomBendiely		dirty	nɛ́mɛ̀	nɛ́m-ɛ̀	n ɛ́ m + ɛ̀			1	3218 3217	n ɛ́ m - + ɛ̀
14884	DonnoSo-3501_dirty-1	DonnoSo		dirty	nɛ́mìỳ	nɛ́m-ìỳ	n ɛ́ m + ì j			1	3218 3219	n ɛ́ m - + ì j
14885	JamsayDouentza-3501_dirty-1	JamsayDouentza		dirty	lɔ̀ɣɔ̀gín	lɔ̀ɣɔ̀ɡín	l ɔ̀ ɣ ɔ̀ ɡ í n			1	3220	l ɔ̀ ɣ ɔ̀ ɡ í n
14886	Mombo-3501_dirty-1	Mombo		dirty	nɛ́mɛ́	nɛ́m-ɛ́	n ɛ́ m + ɛ́			1	3218 3217	n ɛ́ m - + ɛ́
14887	Najamba-3501_dirty-1	Najamba		dirty	nì:ndìgá:\\nì:ndìgɛ́:	nì.ìndìɡ-á.á	n ì ì n d ì ɡ + á á	n ì ì n d ì + ɡ ɛ́ ɛ́		1	3221 3222	n ì ì n d ì ɡ + á á
14888	Nanga-3501_dirty-1	Nanga		dirty	lìsìgìrⁿɛ́	lìsìɡìr.n-ɛ́	l ì s ì ɡ ì r ∼ + ɛ́			1	3223 3217	l ì s ì ɡ ì r ∼ + ɛ́
14889	Penange-3501_dirty-1	Penange		dirty	nɛ̀mɛ̀:ŋgà	nɛ̀mɛ̀.ɛ̀ŋɡ-à	n ɛ̀ m ɛ̀ ɛ̀ ŋ ɡ + à			1	3224 3222	n ɛ̀ m ɛ̀ ɛ̀ ŋ ɡ + à -
14890	PergeTegu-3501_dirty-1	PergeTegu		dirty	lɔ̀gɔ̀gú	lɔ̀ɡɔ̀ɡ-ú	l ɔ̀ ɡ ɔ̀ ɡ + ú			1	3220 3213	l ɔ̀ ɡ ɔ̀ ɡ - - + ú
14891	Tiranige-3501_dirty-1	Tiranige		dirty	nɛ́mɛ́sá	nɛ́mɛ́s-á	n ɛ́ m ɛ́ s + á			1	3225 3222	n ɛ́ m ɛ́ s + á -
14892	TogoKan-3501_dirty-1	TogoKan		dirty	gɛ̀mɛ̀ɲú	ɡɛ̀mɛ̀ɲ-ú	ɡ ɛ̀ m ɛ̀ ɲ + ú			1	3226 3213	ɡ ɛ̀ m ɛ̀ ɲ + ú
14893	TommoSoTongoTongo-3501_dirty-1	TommoSoTongoTongo		dirty	nɛ́mɛ́	nɛ́m-ɛ́	n ɛ́ m + ɛ́			1	3218 3217	n ɛ́ m - + ɛ́
14894	ToroTegu-3501_dirty-1	ToroTegu		dirty	dɔ̀:lú	dɔ̀.ɔ̀l-ú	d ɔ̀ ɔ̀ l + ú			1	3227 3213	d ɔ̀ ɔ̀ l + ú
14895	YandaDom-3501_dirty-1	YandaDom		dirty	nìmdè	nìmd-è	n ì m d + è			1	3218 3217	n ì m d + è
14896	YornoSo-3501_dirty-1	YornoSo		dirty	lɔ̀gɔ̀gú	lɔ̀ɡɔ̀ɡ-ú	l ɔ̀ ɡ ɔ̀ ɡ + ú			1	3220 3213	l ɔ̀ ɡ ɔ̀ ɡ - - + ú
7132	JamsayDouentza-3536_distantremotekinship-1	JamsayDouentza		distant, remote (kinship)	wàɣá	wàɣ-á	w à ɣ + á			1	3246 3247	w à ɣ + á
7133	Nanga-3536_distantremotekinship-1	Nanga		distant, remote (kinship)	wàgá	wàɡ-á	w à ɡ + á			1	3246 3247	w à ɡ + á
7134	TommoSoTongoTongo-3536_distantremotekinship-1	TommoSoTongoTongo		distant, remote (kinship)	ìrù wàgé, ìrù pálá	ìrù_pál-á	ì r ù + p á l + á			1	3248 3249 3247	ì r ù + p á l + á
7135	TommoSoTongoTongo-3536_distantremotekinship-2	TommoSoTongoTongo		distant, remote (kinship)	ìrù wàgé, ìrù pálá	ìrù_pál-á	ì r ù + p á l + á			1	3248 3249 3247	ì r ù + p á l + á
7136	YornoSo-3536_distantremotekinship-1	YornoSo		distant, remote (kinship)	wàgú	wàɡ-ú	w à ɡ + ú			1	3246 3250	w à ɡ + ú
10043	BankanTey-3545_dividesharesth-1	BankanTey		divide, share (sth)	kéríyé	kér-í-yé	k é r + í + j é			0	3259 3260 3261	k é r + í - + j é
10044	BenTey-3545_dividesharesth-1	BenTey		divide, share (sth)	kéríyé, céríyé	kér-í-yé	k é r + í + j é			0	3259 3260 3261	k é r + í - + j é
10045	BenTey-3545_dividesharesth-2	BenTey		divide, share (sth)	kéríyé, céríyé	tʃé-r-í-yé	t ʃ é + r + í + j é			0	3277 3278 3260 3261	t ʃ é + r + í - + j é
10046	Bunoge-3545_dividesharesth-1	Bunoge		divide, share (sth)	gámbágè	ɡ-ámb-áɡ-è	ɡ + á m b + á ɡ + è			0	3259 3262 3263 3264	ɡ - - + - á m b + á ɡ + è -
10047	DogulDomKundialang-3545_dividesharesth-1	DogulDomKundialang		divide, share (sth)	kú:lɛ̀	kú.úl-ɛ̀	k ú ú l + ɛ̀			0	3265 3264	k ú ú l + ɛ̀ -
10048	DonnoSo-3545_dividesharesth-1	DonnoSo		divide, share (sth)	gàmbìlɛ́:\\gámbìlìỳ	ɡàmbìl-ɛ́.ɛ́	ɡ à m b ì l + ɛ́ ɛ́			0	3266 3264	ɡ à m b ì l + ɛ́ ɛ́
10049	Gourou-3545_dividesharesth-1	Gourou		divide, share (sth)	gàmàrⁿá, gòsó	ɡàm-à-r.ná	ɡ à m + à + r ∼ á			0	3266 3267 3268	ɡ à m - - - + - à + r ∼ á
10050	Gourou-3545_dividesharesth-2	Gourou		divide, share (sth)	gàmàrⁿá, gòsó	ɡòs-ó	ɡ ò s + ó			0	3279 3274	ɡ ò s + ó
10051	JamsayDouentza-3545_dividesharesth-1	JamsayDouentza		divide, share (sth)	gàmàrⁿá	ɡàm-à-r.ná	ɡ à m + à + r ∼ á			0	3266 3267 3268	ɡ à m - - - + - à + r ∼ á
10053	Mombo-3545_dividesharesth-1	Mombo		divide, share (sth)	púrúgè	púr-ú-ɡè	p ú r + ú + ɡ è			0	3269 3270 3259	p ú r + ú + ɡ è -
10054	Najamba-3545_dividesharesth-1	Najamba		divide, share (sth)	ká:ŋgíy\\kà:ŋgìyè	kà.-à-ŋɡìy-è	k à + à + ŋ ɡ ì j + è			0	3259 3267 3271 3264	k à - + - à + ŋ ɡ ì j + è -
10055	Nanga-3545_dividesharesth-1	Nanga		divide, share (sth)	kéríyé	kér-í-yé	k é r + í + j é			0	3259 3260 3261	k é r + í - + j é
10056	Penange-3545_dividesharesth-1	Penange		divide, share (sth)	wélágè	wél-á-ɡè	w é l + á + ɡ è			0	3272 3267 3259	w é l + - á + ɡ è -
10057	PergeTegu-3545_dividesharesth-1	PergeTegu		divide, share (sth)	gàmdá	ɡàm-dá	ɡ à m + d á			0	3266 3267	ɡ à m - - - + d á
10058	TebulUre-3545_dividesharesth-1	TebulUre		divide, share (sth)	gèrí: (gèrí:tì)	ɡèr-í.í	ɡ è r + í í			0	3259 3260	ɡ è r + í í
10059	Tiranige-3545_dividesharesth-1	Tiranige		divide, share (sth)	úndúyó	úndúy-ó	ú n d ú j + ó			0	3273 3274	ú n d ú j + ó
10060	TogoKan-3545_dividesharesth-1	TogoKan		divide, share (sth)	gàmírⁿì\\gàmárⁿá	ɡàm-á-r.ná	ɡ à m + á + r ∼ á			0	3266 3267 3268	ɡ à m - - - + - á + r ∼ á
10061	TommoSoTongoTongo-3545_dividesharesth-1	TommoSoTongoTongo		divide, share (sth)	kábílɛ́	káb-í-lɛ́	k á b + í + l ɛ́			0	3262 3260 3275	k á - b + í - + l ɛ́
10063	ToroTegu-3545_dividesharesth-1	ToroTegu		divide, share (sth)	hélú\\héló	hél-ó	h é l + ó			0	3276 3274	h é l + ó
10064	YandaDom-3545_dividesharesth-1	YandaDom		divide, share (sth)	gàmbúlɛ́\\gàmbùlàlí	ɡàmb-úl-ɛ́	ɡ à m b + ú l + ɛ́			0	3262 3265 3264	ɡ à m b + - - ú l + ɛ́ -
10065	YornoSo-3545_dividesharesth-1	YornoSo		divide, share (sth)	gàmálá\\gàmúl	ɡàm-á-lá	ɡ à m + á + l á			0	3266 3267 3275	ɡ à m - - - + - á + l á
14660	BankanTey-3588_domake-1	BankanTey		do, make	káŋ	káŋ-	k á ŋ			0	3319	k á ŋ
14661	BenTey-3588_domake-1	BenTey		do, make	káyⁿ	ká	k á			0	3319	k á -
14662	Bunoge-3588_domake-1	Bunoge		do, make	kánì	kán-ì	k á n + ì			0	3319 3320	k á n + ì
14663	DogulDomBendiely-3588_domake-1	DogulDomBendiely		do, make	kànɛ́	kàn-ɛ́	k à n + ɛ́			0	3319 3321	k à n + ɛ́
14664	DogulDomKundialang-3588_domake-1	DogulDomKundialang		do, make	kánè	kán-è	k á n + è			0	3319 3321	k á n + è
14665	DonnoSo-3588_domake-1	DonnoSo		do, make	kánà\\kánì	kán-à	k á n + à			0	3319 3322	k á n + à
14666	Gourou-3588_domake-1	Gourou		do, make	kárⁿá	kár-.ná	k á r + n á			0	3319 3323	k á r + n á - -
14667	JamsayDouentza-3588_domake-1	JamsayDouentza		do, make	kárⁿá	kár-.ná	k á r + n á			0	3319 3323	k á r + n á - -
14669	Mombo-3588_domake-1	Mombo		do, make	kání	kán-í	k á n + í			0	3319 3320	k á n + í
14670	Najamba-3588_domake-1	Najamba		do, make	kán\\kànè	kàn-è	k à n + è			0	3319 3321	k à n + è
14671	Nanga-3588_domake-1	Nanga		do, make	kárⁿí	kár-.ní	k á r + n í			0	3319 3323	k á r + n í - -
14672	Penange-3588_domake-1	Penange		do, make	kání ~ kán	kán-í	k á n + í			0	3319 3320	k á n + í
14673	Penange-3588_domake-2	Penange		do, make	kání ~ kán	kán-í	k á n + í			0	3319 3320	k á n + í
14674	PergeTegu-3588_domake-1	PergeTegu		do, make	kárⁿá	kár-.ná	k á r + n á			0	3319 3323	k á r + n á - -
